"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"K014","Transports i serveis relacionats","Autobusos diürns","428758.629","4575014.655","428666.711","4574813.788","2.147667","41.321643","BUS -PR4-88--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","425700.293","4582015.74","425608.405","4581814.809","2.11027","41.384422","BUS -L14--",4,21,"Les Corts","Pedralbes",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430444.369","4582245.073","430352.437","4582044.139","2.166977","41.386912","NITBUS -N14-N16--",2,7,"Eixample","la Dreta de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","425747.499","4581246.503","425655.61","4581045.579","2.110929","41.377498","BUS -L14--",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K015","Transports i serveis relacionats","Autobusos nocturns","433424.961","4584759.089","433333.003","4584558.13","2.202346","41.409807","NITBUS -N11--",10,71,"Sant Martí","Provençals del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","429987.499","4586897.504","429895.573","4586696.527","2.160974","41.428774","BUS -86--",7,43,"Horta-Guinardó","Horta",,
"K014","Transports i serveis relacionats","Autobusos diürns","429690.489","4581665.253","429598.564","4581464.324","2.158028","41.381624","BUS -L94-L95--",2,10,"Eixample","Sant Antoni",,
"K014","Transports i serveis relacionats","Autobusos diürns","428582.04","4577116.508","428490.124","4576915.622","2.145309","41.340558","BUS -88--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431431.394","4582991.691","431339.453","4582790.749","2.178696","41.393721","NITBUS -N9--",2,5,"Eixample","el Fort Pienc",,
"K014","Transports i serveis relacionats","Autobusos diürns","427985.455","4584829.211","427893.547","4584628.253","2.137262","41.409969","BUS -BCTE--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K014","Transports i serveis relacionats","Autobusos diürns","430006.704","4583110.596","429914.777","4582909.654","2.161642","41.394669","BUS -BCTE-BCTO--",2,7,"Eixample","la Dreta de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","432546.816","4582675.655","432454.865","4582474.716","2.192072","41.390969","BUS -BCTE--",10,67,"Sant Martí","la Vila Olímpica del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","432400.171","4583982.73","432308.222","4583781.779","2.190172","41.402729","BUS -BCTE--",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","426740.798","4582185.845","426648.9","4581984.912","2.122692","41.386049","BUS -BCTO--",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K014","Transports i serveis relacionats","Autobusos diürns","428159.458","4575032.769","428067.545","4574831.902","2.140506","41.321753","BUS -PR4-88--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432091.003","4584092.881","431999.057","4583891.929","2.186462","41.403695","NITBUS -N2-N7--",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432177.011","4583961.503","432085.064","4583760.552","2.187505","41.402519","NITBUS -N7--",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","428691.996","4587278.883","428600.082","4587077.902","2.145426","41.432095","BUS -27-60-76-B19-V21-H4--",7,40,"Horta-Guinardó","Montbau",,
"K014","Transports i serveis relacionats","Autobusos diürns","432971.009","4586207.999","432879.055","4586007.027","2.196754","41.422819","BUS -V31--",10,73,"Sant Martí","la Verneda i la Pau",,
"K015","Transports i serveis relacionats","Autobusos nocturns","433898.77","4585436.375","433806.807","4585235.41","2.20794","41.415946","NITBUS -N11--",10,70,"Sant Martí","el Besòs i el Maresme",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428365.232","4582184.358","428273.319","4581983.425","2.142119","41.386182","NITBUS -N0--",4,19,"Les Corts","les Corts",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430921.009","4583368.612","430829.073","4583167.667","2.172549","41.397072","NITBUS -N1-N4--",2,7,"Eixample","la Dreta de l'Eixample",,
"K014","Transports i serveis relacionats","Autobusos diürns","433308.327","4583411.668","433216.369","4583210.722","2.201099","41.397662","BUS -6--",10,68,"Sant Martí","el Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","427098.006","4583167.749","427006.105","4582966.807","2.126846","41.394925","BUS -V7--",5,23,"Sarrià-Sant Gervasi","Sarrià",,
"K014","Transports i serveis relacionats","Autobusos diürns","427387.994","4585326.612","427296.091","4585125.65","2.130055","41.414395","BUS -196--",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova",,
"K014","Transports i serveis relacionats","Autobusos diürns","427993.157","4578209.124","427901.247","4578008.228","2.138142","41.350346","BUS -125--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430083.987","4581863.314","429992.058","4581662.383","2.162711","41.383442","NITBUS -N6--",2,10,"Eixample","Sant Antoni",,
"K014","Transports i serveis relacionats","Autobusos diürns","428207.22","4576360.313","428115.307","4576159.434","2.14092","41.333713","BUS -88--",3,12,"Sants-Montjuïc","la Marina del Prat Vermell",,
"K014","Transports i serveis relacionats","Autobusos diürns","430660.557","4585757.728","430568.624","4585556.761","2.169159","41.418567","BUS -114--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","430241.167","4581971.906","430149.237","4581770.974","2.164578","41.384434","BUS -120--",1,1,"Ciutat Vella","el Raval",,
"K014","Transports i serveis relacionats","Autobusos diürns","432928.449","4584952.006","432836.495","4584751.046","2.196384","41.411503","BUS -V27--",10,65,"Sant Martí","el Clot",,
"K014","Transports i serveis relacionats","Autobusos diürns","426026.005","4581174.293","425934.114","4580973.37","2.114268","41.376873","BUS -D20--",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K014","Transports i serveis relacionats","Autobusos diürns","426730.993","4582383.58","426639.096","4582182.645","2.122551","41.387829","BUS -113--",4,21,"Les Corts","Pedralbes",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431250.994","4580894.726","431159.054","4580693.804","2.176777","41.374819","NITBUS -N0-N6--",1,1,"Ciutat Vella","el Raval",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432339.001","4582868.122","432247.052","4582667.181","2.189565","41.392685","NITBUS -N0--",10,66,"Sant Martí","el Parc i la Llacuna del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","432813.999","4581939.266","432722.045","4581738.334","2.19535","41.384359","BUS -V27--",1,3,"Ciutat Vella","la Barceloneta",,
"K014","Transports i serveis relacionats","Autobusos diürns","431303.002","4589230.705","431211.064","4589029.706","2.176451","41.449902","BUS -127--",8,50,"Nou Barris","les Roquetes",,
"K015","Transports i serveis relacionats","Autobusos nocturns","432128.991","4589422.415","432037.046","4589221.414","2.186317","41.451699","NITBUS -N1--",8,53,"Nou Barris","la Trinitat Nova",,
"K014","Transports i serveis relacionats","Autobusos diürns","430620.994","4586884.372","430529.062","4586683.395","2.168556","41.428711","BUS -122--",8,44,"Nou Barris","Vilapicina i la Torre Llobeta",,
"K014","Transports i serveis relacionats","Autobusos diürns","424580.004","4585654.956","424488.127","4585453.992","2.096419","41.417093","BUS -118--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","432481.88","4587034.349","432389.931","4586833.37","2.190809","41.430221","BUS -126--",9,60,"Sant Andreu","Sant Andreu",,
"K014","Transports i serveis relacionats","Autobusos diürns","430689.104","4586529.273","430597.171","4586328.299","2.169412","41.425519","BUS -117--",7,36,"Horta-Guinardó","la Font d'en Fargues",,
"K014","Transports i serveis relacionats","Autobusos diürns","430112.64","4585056.58","430020.712","4584855.62","2.162685","41.412205","BUS -114--",7,33,"Horta-Guinardó","el Baix Guinardó",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431355.824","4586441.247","431263.885","4586240.273","2.1774","41.424783","NITBUS -N1-N6--",9,62,"Sant Andreu","el Congrés i els Indians",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428473.745","4586512.765","428381.833","4586311.792","2.142905","41.425176","NITBUS -N4--",7,41,"Horta-Guinardó","la Vall d'Hebron",,
"K014","Transports i serveis relacionats","Autobusos diürns","429406.993","4581200.042","429315.071","4580999.118","2.154692","41.377409","BUS -13-55-91-L94-L95--",2,10,"Eixample","Sant Antoni",,
"K014","Transports i serveis relacionats","Autobusos diürns","425906.004","4585597.468","425814.115","4585396.504","2.112291","41.416699","BUS -111--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","430279.492","4580221.407","430187.561","4580020.491","2.165238","41.368671","BUS -55--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K014","Transports i serveis relacionats","Autobusos diürns","431393.998","4590655.144","431302.06","4590454.131","2.177378","41.462739","BUS -62-76-104-83--",8,55,"Nou Barris","Ciutat Meridiana",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431094.995","4590411.837","431003.06","4590210.827","2.173826","41.460522","NITBUS -N3--",8,55,"Nou Barris","Ciutat Meridiana",,
"K014","Transports i serveis relacionats","Autobusos diürns","428580.902","4585058.254","428488.988","4584857.294","2.144359","41.412085","BUS -27--",6,28,"Gràcia","Vallcarca i els Penitents",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431007.984","4587412.506","430916.049","4587211.524","2.173127","41.433501","NITBUS -N1-N6--",8,45,"Nou Barris","Porta",,
"K015","Transports i serveis relacionats","Autobusos nocturns","426826.092","4581357.695","426734.193","4581156.77","2.123813","41.378598","NITBUS -N14-N2-N3-N28--",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K014","Transports i serveis relacionats","Autobusos diürns","427282.688","4581509.929","427190.785","4581309.002","2.129254","41.380011","BUS -70-75--",4,19,"Les Corts","les Corts",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431316.904","4581076.701","431224.964","4580875.777","2.177544","41.376464","NITBUS -N12-N15-N9--",1,2,"Ciutat Vella","el Barri Gòtic",,
"K014","Transports i serveis relacionats","Autobusos diürns","432219.293","4584706.05","432127.346","4584505.092","2.187928","41.409229","BUS -192--",10,65,"Sant Martí","el Clot",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429733.158","4586810.304","429641.234","4586609.328","2.15794","41.427967","NITBUS -N4--",7,43,"Horta-Guinardó","Horta",,
"K014","Transports i serveis relacionats","Autobusos diürns","429607.007","4584870.977","429515.084","4584670.018","2.156657","41.410489","BUS -24-H6-D40--",6,30,"Gràcia","la Salut",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431182.761","4586532.901","431090.824","4586331.927","2.175319","41.425594","NITBUS -N4--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","431598.245","4583529.22","431506.303","4583328.273","2.180631","41.398577","BUS -6-7-62-H12--",2,5,"Eixample","el Fort Pienc",,
"K015","Transports i serveis relacionats","Autobusos nocturns","431080.995","4586102.757","430989.059","4585901.787","2.17415","41.421711","NITBUS -N6--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","429953.716","4584585.941","429861.789","4584384.985","2.160838","41.407952","BUS -39-114-116--",6,32,"Gràcia","el Camp d'en Grassot i Gràcia Nova",,
"K014","Transports i serveis relacionats","Autobusos diürns","429727.77","4580435.274","429635.844","4580234.357","2.158617","41.370549","BUS -55--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428856","4580883.503","428764.083","4580682.582","2.148141","41.37451","NITBUS -N1-N13-N15-N16-N17-N18--",3,15,"Sants-Montjuïc","Hostafrancs",,
"K014","Transports i serveis relacionats","Autobusos diürns","433519.005","4585445.494","433427.046","4585244.529","2.203395","41.415997","BUS -H12--",10,72,"Sant Martí","Sant Martí de Provençals",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430720.988","4585481.098","430629.055","4585280.134","2.169914","41.416081","NITBUS -N6--",7,35,"Horta-Guinardó","el Guinardó",,
"K014","Transports i serveis relacionats","Autobusos diürns","428462.914","4585211.301","428371.001","4585010.34","2.142929","41.413453","BUS -27-123--",6,28,"Gràcia","Vallcarca i els Penitents",,
"K014","Transports i serveis relacionats","Autobusos diürns","429886.327","4580545.629","429794.4","4580344.71","2.1605","41.371557","BUS -55--",3,11,"Sants-Montjuïc","el Poble-sec",,
"K014","Transports i serveis relacionats","Autobusos diürns","429893.075","4583270.25","429801.149","4583069.306","2.160265","41.396097","BUS -7-22-24-V15--",2,7,"Eixample","la Dreta de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","429372.996","4583242.997","429281.074","4583042.054","2.154047","41.395806","NITBUS -N5--",5,26,"Sarrià-Sant Gervasi","Sant Gervasi - Galvany",,
"K014","Transports i serveis relacionats","Autobusos diürns","426156.729","4581290.402","426064.837","4581089.478","2.115817","41.377931","BUS -54--",4,20,"Les Corts","la Maternitat i Sant Ramon",,
"K015","Transports i serveis relacionats","Autobusos nocturns","428788","4586125.876","428696.085","4585924.906","2.146711","41.421719","NITBUS -N4--",7,38,"Horta-Guinardó","la Teixonera",,
"K014","Transports i serveis relacionats","Autobusos diürns","434319.985","4584680.841","434228.018","4584479.883","2.213062","41.409176","BUS -B20-V31-136--",10,69,"Sant Martí","Diagonal Mar i el Front Marítim del Poblenou",,
"K014","Transports i serveis relacionats","Autobusos diürns","424706.001","4585806.839","424614.123","4585605.873","2.097908","41.418473","BUS -118-128--",5,22,"Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes",,
"K014","Transports i serveis relacionats","Autobusos diürns","429610.17","4584786.985","429518.247","4584586.027","2.156704","41.409733","BUS -116--",6,31,"Gràcia","la Vila de Gràcia",,
"K014","Transports i serveis relacionats","Autobusos diürns","428750.226","4582832.578","428658.31","4582631.639","2.146647","41.392055","BUS -27-D40--",2,8,"Eixample","l'Antiga Esquerra de l'Eixample",,
"K015","Transports i serveis relacionats","Autobusos nocturns","430700.46","4582055.015","430608.526","4581854.082","2.170061","41.385222","NITBUS -N12-N15-N9--",1,1,"Ciutat Vella","el Raval",,
"K016","Transports i serveis relacionats","Autobus a l'aeroport","428881.39","4580957.703","428789.472","4580756.781","2.148436","41.37518","AEROBUS -A1-A2--",3,15,"Sants-Montjuïc","Hostafrancs",,
"K014","Transports i serveis relacionats","Autobusos diürns","434277.993","4585405.465","434186.027","4585204.5","2.212481","41.415699","BUS -H14--",10,70,"Sant Martí","el Besòs i el Maresme",,
